input_smiles,smiles,tanimoto,MW,LogP,TPSA,HBD,HBA,QED
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,C=NCCCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.6833,357.8160000000001,3.7538000000000027,45.03,0,3,0.5933543492169734
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,O=C(OC1c2nccnc2C(=O)N1c1ccc(Cl)cn1)N1CNCSC1,0.6825,392.82800000000015,1.8314999999999995,100.55,1,8,0.8256579894379381
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN=[PH](CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.6825,419.8680000000001,5.100700000000004,45.03,0,3,0.6005522091802742
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN[SH](CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.6825,421.9690000000001,4.208700000000003,44.7,2,3,0.6576019366605653
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,O=C1CN=C(c2ccccc2)c2cc(Cl)ncc2N1,0.6818,271.707,2.5245000000000006,54.35,1,3,0.8105257942707497
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,NCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.6809,299.761,2.440200000000001,58.69,1,3,0.9257104541033826
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,C=BN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.6809,294.55000000000007,2.5752000000000006,32.67,0,2,0.7836376283485403
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CS,0.6809,316.813,3.411300000000002,32.67,1,3,0.846156823237916
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CBr,0.6809,363.642,3.876400000000002,32.67,0,2,0.5886043300999907
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C1Nc2cbc(Cl)cc2C(c2ccccc2)=NC1O,0.6809,284.511,1.786,61.69,2,3,0.8384219013117904
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,C=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,0.6809,284.746,2.3346,35.83,1,3,0.8724096062854034
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,N=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,0.6809,285.73400000000004,1.79817,59.68000000000001,2,3,0.8392472286991425
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,CCCC(=O)Cc1c(-c2ccc(C)cc2)nc2ccc(C)cn12,0.6809,306.40900000000005,4.529840000000004,34.370000000000005,0,2,0.6937929819474696
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)cnc2=N1,0.68,300.749,1.2442,61.08,1,4,0.8619140893025103
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc2nc(C3=CC=CC3)c(CC(=O)N(C)C)n2c1,0.68,281.359,2.616720000000001,37.61,0,2,0.8670226696008314
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0.6792,326.76200000000006,3.7192200000000017,43.07,0,3,0.6837414254688016
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)pc21,0.6786,404.7560000000001,5.606300000000003,15.6,0,2,0.47760812757128995
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1ncn2c1C[SH](C)C(=O)c1cc(F)ccc1-2,0.678,322.36100000000005,2.472900000000001,61.19,1,4,0.6814599397023564
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1ncn2c1CNCC(=O)c1cc(F)ccc1-2,0.678,303.293,1.474,73.22,1,5,0.8506413284749635
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(=O)OC2c3nccnc3C(F)N2c2ccc(Cl)cn2)CC1,0.678,392.8220000000002,2.3959,74.69,0,7,0.7262269772957429
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CC=NCCCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.6774,371.84300000000013,4.143900000000004,45.03,0,3,0.5750219334619538
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(C#[PH]CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21)CC,0.6774,417.8520000000002,4.557600000000003,35.91,0,3,0.5398700430054019
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(C=NCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21)CC,0.6774,400.8850000000002,3.990700000000003,48.269999999999996,0,3,0.5433934877598847
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CNC1CSCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)C1,0.6769,420.8820000000001,1.9149000000000003,100.55000000000001,1,8,0.803218172311235
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,OC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,0.6744,293.15299999999996,3.5322000000000013,44.620000000000005,2,3,0.8444508514349528
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,O=C1CN=C(c2bcccc2)c2cc(Cl)ccc2N1,0.6739,268.51199999999994,2.4676,41.46,1,2,0.8479727257158504
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,O=C1CN=C(c2cc#ccc2)c2cc(Cl)ccc2N1,0.6739,268.703,2.7298800000000005,41.46,1,2,0.848895932382241
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1CNO,0.6735,315.76000000000005,2.4768999999999997,73.72,3,4,0.7618189300400925
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,O=C1CN=C(c2ccccn2)c2cc(Br)cpc2N1,0.6735,334.11299999999994,3.213700000000001,54.35,1,3,0.870663326795106
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,O=C1CN=C(c2ccpcn2)c2cc(Br)ccc2N1,0.6735,334.113,3.213700000000001,54.35,1,3,0.870663326795106
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,C[SH]=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,0.6735,318.82900000000006,2.0461,35.83,2,2,0.6234116966724776
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,Cc1nnc2n1-c1bcc(Cl)cc1C(c1ccccc1Cl)=NC2,0.6731,341.01000000000005,3.571620000000002,43.07,0,3,0.6792231841863829
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1ncc2n1-c1ccc(Cl)pc1C(c1ccccc1F)=NC2,0.6727,343.72900000000004,4.904320000000004,30.18,0,2,0.6175070534386463
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,CC1=CC(C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc32)=C1,0.6727,356.8,4.725100000000003,15.6,0,2,0.7121255342749031
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,Fc1ccccc1C1=NCC(=S)N(BC(F)(F)F)c2ccc(Cl)cc21,0.6727,384.5940000000001,4.335200000000002,15.6,0,2,0.43490930168059333
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,Fc1ccccc1C1=NCC(=S)N(OC(F)(F)F)c2ccc(Cl)cc21,0.6727,388.7730000000001,4.915300000000003,24.83,0,3,0.5392426393035387
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,Fc1ccccc1C1=NCC(=S)N(PC(F)(F)F)c2ccc(Cl)cc21,0.6727,404.75600000000003,5.577200000000003,15.6,0,2,0.36886839213850436
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,FC(F)(F)CN1C(=S)CN=C(C2=C=C=C2)c2cc(Cl)ccc21,0.6727,340.757,4.089000000000001,15.6,0,2,0.5950481989759654
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1ncn2c1BN(C)C(=O)c1cc(F)ccc1-2,0.6724,301.08600000000007,0.2505000000000001,64.43,0,4,0.5890639670405187
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1ncn2c1CN(C)[PH](=O)c1cc(F)ccc1-2,0.6724,323.264,1.7334999999999998,64.43,0,4,0.6220381443981313
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1ncn2c1SN(C)C(=O)c1cc(F)ccc1-2,0.6724,321.333,2.2808,64.43,0,5,0.6270604343971098
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1ncn2c1CN(C)N(O)c1cc(F)ccc1-2,0.6724,306.297,1.7441,70.83,1,6,0.852352041223167
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,O=C(OC1c2nccnc2C(=O)N1c1ccc(Cl)cn1)C1CC1,0.6724,330.7310000000001,2.1372,85.28,0,6,0.8014287441600242
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,C=NCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.6724,329.762,3.321200000000002,45.03,0,3,0.7966510089837368
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(C)N1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.6724,345.805,3.5298000000000025,35.91,0,3,0.852804698612994
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,C=CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.6724,328.77400000000006,3.8491000000000026,32.67,0,2,0.7876746978065927
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,FCN=CCN1C(=S)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.6724,377.84700000000015,4.461700000000003,27.96,0,3,0.44671013598434317
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,FCS#CCN1C(=S)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.6724,394.89900000000006,5.083300000000003,15.6,0,2,0.6596428972927362
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,FC[PH]#CCN1C(=S)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.6724,394.81400000000014,5.028600000000003,15.6,0,2,0.5242305114528926
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(c1cccc(-c2ccnc3c(C#N)cnn23)c1)C(C)S,0.6721,323.425,3.370080000000002,57.22,1,5,0.590629760900113
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)n1,0.6721,306.329,2.0357799999999995,87.17999999999999,0,5,0.7386149034261904
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(c1cccc(-c2ccnc3c(C#N)cnn23)c1)C(C)P,0.6721,323.34000000000003,3.315380000000002,57.22,0,4,0.6912372039968121
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(c1cccc(-c2ccnc3c(C#N)cnn23)c1)C(C)N,0.6721,306.37300000000005,2.3989799999999994,83.24,1,5,0.7482964321370185
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(=O)CC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.6721,386.84300000000013,1.3905999999999998,82.53,0,6,0.7923920929725875
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(S(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.6721,408.87100000000015,1.0266999999999995,91.75999999999999,0,7,0.7454697292567679
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN([PH](=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.6721,408.7860000000001,1.8377000000000001,91.75999999999999,0,7,0.707559304997096
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(=O)SC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.6721,404.8830000000001,2.2846,82.53,0,7,0.7588267535341393
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(N)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.6721,389.84700000000015,0.6903000000000001,100.71000000000001,1,8,0.7621118429360987
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CCCN=CCl,0.6721,392.2610000000001,4.320300000000004,45.03,0,3,0.5522681557851417
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,C=C(OOC1c2nccnc2C(=O)N1c1ccc(Cl)cn1)N1CCN(C)C1,0.6719,388.81500000000017,1.8082999999999996,83.91999999999999,0,8,0.43537866080258647
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,OC=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,0.6667,284.746,4.002300000000002,44.620000000000005,2,3,0.7774837715065167
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,ON=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,0.6667,285.734,3.390600000000002,56.980000000000004,2,3,0.623169340345404
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,OP=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,0.6667,302.701,3.5863000000000023,44.620000000000005,2,2,0.7908098220126737
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,O=C1CN=C(c2ccccc2)c2cc(Cl)bcc2N1,0.6667,268.51199999999994,2.4676,41.46,1,2,0.8479727257158504
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,OC1N=C(c2ccccc2)c2cc(Cl)ccc2N1,0.6667,258.70799999999997,2.878800000000001,44.620000000000005,2,3,0.8261529254705757
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,Brc1ccc2c(c1)C(c1ccccn1)=NCN2,0.6667,288.148,3.0645000000000016,37.28,1,3,0.8752983107707564
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,O=C1Nc2ccc(Br)cc2C(c2ccccn2)=NP1,0.6667,334.11299999999994,3.8205000000000013,54.35,1,3,0.8063126855329352
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1bcc(Cl)cc1C(c1ccccc1)=NC2,0.6667,306.56500000000005,2.9182200000000016,43.07,0,3,0.6935729067719085
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nccn1-2,0.6667,293.757,3.876700000000003,30.18,0,2,0.6695561137808568
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc2nc(C3=CCC=C3)c(CC(=O)N(C)C)n2c1,0.6667,281.359,2.616720000000001,37.61,0,2,0.8670226696008314
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,CCNC(=O)Cc1c(-c2ccc(C)cc2)nc2ccc(C)cn12,0.6667,307.39700000000005,3.2967400000000024,46.400000000000006,1,2,0.8036678851280972
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc2nc(C3=CCCC=N3)c(CC(=O)N(C)C)n2c1,0.6667,296.37399999999997,2.4789200000000005,49.97,0,3,0.873415247434066
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc2nc(C3=C=CC=C3)c(CC(=O)N(C)C)n2c1,0.6667,279.34299999999996,2.3817200000000005,37.61,0,2,0.8090118347493427
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,CC1=CC=C(c2nc3ccc(C)cn3c2CC(=O)N(C)C)CC1,0.6667,309.4130000000001,3.3969200000000015,37.61000000000001,0,2,0.871258074957734
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc2nc(C3=CCCC3)c(CC(=O)N(C)C)n2c1,0.6667,283.37499999999994,2.84072,37.61,0,2,0.8683800947858504
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc2nc(C3=CC=CC=CS3)c(CC(=O)N(C)C)n2c1,0.6667,325.43700000000007,3.431020000000002,37.61,0,3,0.8674952437439376
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(C(C)=O)c1cc#cc(-c2ccnc3c(C#N)cnn23)c1,0.6667,303.325,2.24116,74.28999999999999,0,4,0.743440971867987
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(CCC=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0.6667,319.368,2.6832800000000008,74.28999999999999,0,5,0.6530483524336361
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CNC1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)PC1,0.6667,420.7970000000001,2.2077999999999998,100.55000000000001,1,7,0.7595147953719315
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CC1c2nccnc2C(OC(=O)N2CCN(C)CC2)N1c1ccc(Cl)cn1,0.6667,388.8590000000001,2.4888000000000003,74.69000000000001,0,7,0.7818478776174308
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(=O)OC2c3nccnc3C(Cl)N2c2ccc(Cl)cn2)CC1,0.6667,409.2770000000001,2.6652000000000005,74.69,0,7,0.557793537422039
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,O=C(OC1c2nccnc2C(=O)N1c1ccc(Cl)cn1)N1C=NCCC1,0.6667,372.77200000000016,2.0545999999999998,100.88,0,7,0.799247568724251
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CC=NCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.6667,343.78900000000004,3.7113000000000023,45.03,0,3,0.7834275576800439
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(C)CCN1C(=O)CN=C(c2ccccc2C)c2cc(Cl)ccc21,0.6667,369.89600000000013,3.7841200000000033,35.91,0,3,0.8035472745416993
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(CC)CCN1C(=O)CN=C(C2=C[SH]=CC=C2F)c2cc(Cl)ccc21,0.6667,407.94200000000006,3.8361000000000036,35.91,1,3,0.57419642733842
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(CC)CCN1C(=O)CN=C(C2=CC=C=C=C2F)c2cc(Cl)ccc21,0.6667,385.87000000000006,3.9211000000000036,35.91,0,3,0.6956430618054835
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CC=NCCCCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.6667,385.87000000000006,4.534000000000004,45.03,0,3,0.5317148727251271
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(CC)CCN1C(=O)CN=C(C2=CCPC=C2F)c2cc(Cl)ccc21,0.6667,407.857,4.246900000000004,35.91,0,3,0.6608979971881986
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(CC)CCN1C(=O)CN=C(C2=COCC=C2F)c2cc(Cl)ccc21,0.6667,391.8740000000001,3.5850000000000026,45.14,0,4,0.7440790016551444
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,FC(F)(F)CN1C(=S)CN=C(c2cccnc2)c2cc(Cl)ccc21,0.6667,369.79900000000015,4.2821000000000025,28.490000000000002,0,3,0.7395568124661136
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(CBCC=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0.6615,331.18800000000005,2.10548,74.28999999999999,0,5,0.3765231081398817
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CC=S(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.6615,405.86700000000013,2.3371000000000004,88.52000000000001,0,7,0.5592117665992488
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN=[PH](C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)C1,0.6615,406.77000000000015,2.6213000000000006,100.88,0,8,0.7218865578032714
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CNCC1CCN1C(=O)OC1c2nccnc2C(=O)N1c1ccc(Cl)cn1,0.6615,388.8150000000001,1.6142999999999998,100.55000000000001,1,7,0.8486585500461524
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(C=[SH]C)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0.6613,323.425,2.949280000000001,57.22,1,3,0.5922969190740955
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)p1,0.6613,323.296,3.220880000000001,74.28999999999999,0,4,0.7415087195304255
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(S)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.6613,406.89900000000017,1.6614,74.69,1,8,0.6109682818777142
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(P)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.6613,406.81400000000014,1.6067,74.69,0,7,0.7138810872136072
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CC=NC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0.661,300.293,1.8279,67.56,0,3,0.7545303521860194
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1ncn2c1ON(C)C(=O)c1cc(F)ccc1-2,0.661,305.26500000000004,1.5675,73.66,0,5,0.7873761873271659
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1ncn2c1NN(C)C(=O)c1cc(F)ccc1-2,0.661,304.28100000000006,1.6006,76.46000000000001,1,5,0.8528703880798354
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1ncn2c1PN(C)C(=O)c1cc(F)ccc1-2,0.661,321.24800000000005,1.4925,64.43,0,4,0.6209255711573095
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1ncn2c1CN(C)C(F)c1cc(F)ccc1-2,0.661,307.3,2.6016000000000012,47.36,0,4,0.631892873748166
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1pcn2c1CN(C)C(=O)c1cc(F)ccc1-2,0.661,320.26000000000005,2.958800000000002,51.54,0,3,0.7995175533381127
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CC(=O)Cc1cccc(-c2ccnc3c(C#N)cnn23)c1,0.661,276.299,2.3994800000000005,71.05,0,4,0.7360832613586002
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,O=C(OC1c2nccnc2C(=O)N1c1ccc(Cl)cn1)C1=NC1,0.661,329.7030000000001,1.1817999999999997,97.64,0,7,0.784252727424847
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(CC)CCN1CCN=C(c2ccccc2F)c2cc(Cl)ccc21,0.661,373.9030000000001,4.4783000000000035,18.84,0,3,0.7430885958509357
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(CC)CN1C(=S)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.661,389.9270000000001,4.763200000000005,18.84,0,3,0.6866591984394079
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,CN=C1CN(O)C(c2c#cccc2)=c2cc(Cl)ccc2=N1,0.6604,297.745,1.44958,48.19,1,3,0.8659560900237213
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Fc1ccccc1C1=NCc2cncn2-c2ccc(Cl)cc21,0.6604,311.747,4.015800000000002,30.18,0,2,0.6674471407187501
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NB2,0.6604,323.567,2.8010200000000016,30.18,0,2,0.6334264037864246
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)C(O)N=C(Cc2ccccc2)c2cc(Cl)ccc21,0.66,314.77200000000005,2.6666000000000007,52.900000000000006,1,3,0.9262548990454023
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,0.66,307.78400000000005,4.185120000000003,30.18,0,2,0.6629076511051774
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,O=C1BN=C(c2ccccn2)c2cc(Br)ccc2N1,0.6596,313.95099999999996,2.5785,54.35,1,3,0.8227010345600001
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc(-c2nc3ccc(C)cn3c2CB(O)N(C)C)cc1,0.6596,307.2060000000001,2.7419400000000005,40.77,1,3,0.7535772417327873
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(OCC=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0.6562,321.34,2.22478,83.52,0,6,0.5111870835735247
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(C=[SH]C=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0.6562,337.4080000000001,2.5096800000000004,74.28999999999999,1,4,0.43981023506684386
